id,question,bcss_answer,source,
10168,Can I unlock my device? ,"Must verify full IMEI before processing Device Unlock requests. 
» Update: If the device was purchased for full price at the point of sale, device can be unlocked after 60 days. CRU exceptions apply. Check requirements at Device Unlock | Common Issues & Questions - BCSS
  - Use Order Track to verify date of purchase. If order is not found, check Device Lifecycle (DLC) for Retail purchases. 
» Email the unlock instructions to your customer. See step 5 below.
» iTunes is no longer necessary for backup and restore for Apple device unlocks.
» Review the ineligible codes before engaging a manager for an override.
» Check for prior requests submitted online or via Clarify before creating a new case.",Device Unlock Procedures (TORCH) - BCSS.html,
50220,How do I determine if an IMEI is eligible for unlock?,"Enter the IMEI and click Run Eligibility Check. If the Eligibility Check results indicate it is eligible, proceed to the next step. If a message returns indicating it is not an Contoso device, note that we only unlock Contoso devices. If any of the codes below are returned, it is not eligible. Do not override.",Device Unlock Procedures (TORCH) - BME Device Unlock Back Office Team.html,
10344,How can custmers stop unwanted calls?,"•	Prevent unwanted calls, text messages, email, and mail/letters not affiliated with Contoso.
•	Stop collection calls or notices, including those sent in error, such as for a cancelled account with no balance owed.
•	For users without Telegence access, use myContoso Zone or MI60 if the procedures in this article refer you to Telegence.

Heads Up:
The Federal Trade Commission (FTC) established a national Do Not Call (DNC) Registry for consumers who want to avoid unwanted sales calls. Contoso honors DNC requests on the national and state lists. The FTC, FCC, and most state rules permit companies to call their own customers even if their numbers are on these DNC lists.
Customers who report telemarketing phone calls from other companies, and wish to be placed on the National DNC list, can register their residential or wireless numbers at either:
FTC Website: http://www.donotcall.gov
Toll-free: 888.382.1222 (TTY: 866.290.4236) from the number they wish to register
If the unwanted contact and solicitation is coming from Contoso Wired services, refer the customer to the appropriate phone number using the Directory.
Contoso Mobility cannot process these requests.     ",Do Not Call Do Not Solicit (DNS) Unwanted Contact - BCSS.html,
50325,How long does it take for Contoso to stop sending telemarketing solicitations after a customer has requested to be put on the Contoso DNC/DNS list?,"It can take up to 30 days to stop receiving calls from Contoso, up to 10 days to stop receiving email and SMS marketing solicitations, and up to 60 days to stop receiving direct mail.",Do Not Call Do Not Solicit (DNS) Unwanted Contact - BCSS.html,
50323,What is the Federal Trade Commission (FTC) established a national Do Not Call (DNC) Registry?,The Federal Trade Commission (FTC) established a national Do Not Call (DNC) Registry for consumers who want to avoid unwanted sales calls.,Do Not Call Do Not Solicit (DNS) Unwanted Contact - BCSS.html,
20018,"If the call drops and I'm taking with the customer, what are the callback hours?","Callback hours are 8 a.m. to 9 p.m., in the caller's time zone, even if you were just speaking with them outside of these hours.  
Calling the customer for troubleshooting: Follow Troubleshoot While Customer is on a Wireless Device or Device Not Available.  
Create a Clarify Commitment to contact the customer within 24 hours, except for Enhanced Care, if they are unavailable or outside of the callback hours.",Dropped Call Caller Not Present - BCSS.html,
10036,"If the call drops while I'm speaking to the customer, what should I do?","Immediately attempt to call back a verified customer.  Note the account with the contact number used to reach the customer along with the action taken.  For example, Caller was not reached, left voicemail, or caller was reached and what happened.   If the callback does not happen immediately, verify the caller has not called back by checking Clarify notes.   If the caller has already called back in, no further action is required.  Leave a detailed note in Clarify about your attempt to call the customer back.",Dropped Call Caller Not Present - BCSS.html,
50279,What should you do if a customer places you on an extended hold or walks away from the phone without returning?,"If a customer places you on an extended hold or walks away from the phone without returning, do not attempt a callback. Continue to the next step in the process. Complete the needs, tracks, and notes for the customer interactions up to the disconnect and any tasks completed after the disconnect.",Dropped Call Caller Not Present - BCSS.html,
40123,Can a Business customer restrict their End Users from activating a second line on a DSDS capable device?,"Mobile Device Management (MDM) will not be able to restrict access to the eSIM until sometime in the future. As a result, Business customers will be responsible for managing the use of a DSDS capable devices via internal policies and procedures.",Dual SIM Dual Standby (DSDS) - BCSS.html,
40125,Can a customer activate the CTNs with different carriers (domestic and international)?,"Yes, if the device is unlocked following normal device unlock policy.",Dual SIM Dual Standby (DSDS) - BCSS.html,
40124,Can a FirstNet customer use a Dual SIM device? ,"FirstNet customers who activate a DS device need to be advised of the potential connectivity interference detailed below. The LG G6 Duo should not be used for FirstNet service. Dual SIM capability can interfere with FirstNet connectivity. The customer will not be able to access FirstNet connectivity when a call is in progress on the non-FirstNet SIM. If the customer selects the non-FirstNet SIM as the SIM to receive data, then all data is sent and received using the that SIM's configuration - not the FirstNet SIM's configuration. This could potentially cause the customer to exceed their personal data plan.",Dual SIM Dual Standby (DSDS) - BCSS.html,
10156,Can I use the same device for both of my numbers? ,"Dual SIM / Dual Standby:
» Dual SIM: 2 SIMs on 1 device. A combination of physical and/or eSIM, depending on the device.
 - eSIMs may be installed via the Internet or scanned by QR code.
 - For more information on eSIMs, see Electronic SIM (eSIM).
» Dual Standby: Both SIMs are active on the device and on standby at the same time. Not all Dual SIM devices may be Dual Standby.
» Each activated CTN requires its own rate plan and features.
» Features work independently per CTN (such as call forwarding, call waiting).
» Each CTN can be on a different BAN; Authenticate each BAN separately.",Dual SIM Dual Standby (DSDS) - BCSS.html,
40120,How do I know which CTNs the customer has active on the device?,Ask the customer what other lines they have associated to the device. Using DLC only shows you the last active CTN used on each of the IMEIs. These may not be all the CTNs the customer has activated. Asking the customer prevents you from divulging Personal Identifiable Information (PII). Always authenticate each BAN separately based on the account type rules before accessing the BAN.,Dual SIM Dual Standby (DSDS) - BCSS.html,
40121,How is the customer billed if the device is active across different BANs?,Charges are applied to the BAN the CTN is associated with as normal. Each line of service is its own entity with a separate rate plan and feature.,Dual SIM Dual Standby (DSDS) - BCSS.html,
40122,Is personal and business information stored on the device separately?,No. Customers should consider this and their company rules when using this device for personal and business use.,Dual SIM Dual Standby (DSDS) - BCSS.html,
40126,What's different about device protection with DSDS devices?,Only one CTN associated with the device should be enrolled.  Do not enroll multiple CTNs on a DSDS device. Replacements: eSIM DSDS devices: Activation will need to be completed by Contoso ProTech Support Physical SIM DSDS devices: Activation of a replacement follows the normal process.. ,Dual SIM Dual Standby (DSDS) - BCSS.html,
50369,What markets is the LG G6 Duo available in?,"The LG G6 Duo is available in select Retail and Authorized Retail locations in the following markets: Great Lakes, Los Angeles, Northern Texas, Northern California, South Texas, and Southwest.",Dual SIM Dual Standby (DSDS) - BCSS.html,
50262,How do I activate an eSIM for a Samsung Galaxy Watch 3/4/4 Classic?,"Beginning November 16th, 2021, Samsung Galaxy Watch 4/Watch 4 Classic customers who have updated to the latest software (software released 11/15/21) are able to activate using standard Contoso eSIM. Beginning December 7th, 2021, Samsung Galaxy Watch 3 customers who have updated to the latest software (software released 12/07/21) are able to activate using standard Contoso eSIM. Sell the customer a rate plan for their watch. If prompted to enter SIM information, instead enter/scan the device EID in the field provided. Proceed with/complete activation as normal in OPUS. Instruct the customer to go through NumberSync set up using the Gear application on their smartphone.",Electronic SIM (eSIM) - BCSS.html,
50263,How do I activate an eSIM on my Samsung Galaxy Watch Active 2?,Sell the customer a rate plan for their watch. When prompted to enter SIM information/ICCID from customerâ€™s eSIM card (obtained via Contoso Retail (company-owned) locations or rep-assisted direct fulfillment). Proceed with/complete activation as normal in OPUS. Instruct the customer to go through NumberSync set up and scan the QR code (located on the eSIM card) when prompted in the Gear application on their smartphone. During this process the eSIM is first downloaded to the smartphone (ensure smartphone data connection) then installed on the watch via itâ€™s Bluetooth connection to the phone (ensure Bluetooth is enabled).,Electronic SIM (eSIM) - BCSS.html,
20075,How do I activate existing equipment on this line? ,"Customers who activate a BYOD/COAM device which is eSIM compatible can complete activation immediately after T&C acceptance without awaiting shipment (device unlock requirements apply). 
Follow procedure specific to equipment type:
 - Apple
 - Pixel 4
 - Samsung",Electronic SIM (eSIM) - BCSS.html,
10150,What is an eSIM? ,"An eSIM (electronic SIM) is a piece of software installed on wireless devices which acts as a virtual SIM card. eSIMs perform the same function as a physical SIM and can be delivered to customers in the form of a file download, over the Internet – right from the customer's wireless device.
eSim can be activated using 2 different methods:
1. EID also referred to eSim standard activation or
2. QR code also referred to as eSim Activation Card/QR code.",Electronic SIM (eSIM) - BCSS.html,
10206,can i email a W-9 form to a customer?,Use links to open the desired form and download to email customers.  ,Emailable Customer Forms.html,
50086,What is the timeframe for customers to exchange equipment via the mail?,Customers who call within 30 days of the purchase date for CRU and 14 days for Contoso Signature Program and non-FAN CRU have an additional 30 days from the date they call to return the equipment.,Equipment Exchange - BCSS.html,
50087,What should the customer do to keep track of their return?,"The customer should retain the return label email or copy the 24-digit tracking number from the postcard, in case tracking of the return is necessary.",Equipment Exchange - BCSS.html,
10320,Can I discount equipment?,"Customers associated with a FAN may be entitled to equipment discounts, which can be located on the FAN profile.

OPUS automatically factors in the customer's equipment discount, unless the Offer Element in ROME is flagged as manual intervention. If flagged for manual intervention, review FaST for profile pricing and manually discount the price.

Profile equipment discounts: These discounts are always taken off the National Contract Reference Price (NCRP), also known as the no-commitment price:
Profiles may also contain equipment-specific pricing that is not eligible for percentage-off or dollar-off discounts.
Custom Pricing Requests: Sales submits as a ROME change request. Individual Case Basis (ICB) reviews the case. If approved, the price is noted in the profile:
The profile must reflect custom pricing before applying it to the order.
All CRU customers with a FAN are eligible for contract pricing as long as they are enrolled onto an eligible CRU FAN (AMB, etc.).
SB CRU/Non-FAN customers are eligible for Next only or non-commitment pricing.
When quoting equipment prices under approved circumstances as identified in the Equipment Price Quotes section above, compare the equipment grid price to the customer's profile price (if applicable) and provide the better price of the two.

Reminders:
Consider any eligible rebates, promotions, or profile-equipment discounts when determining the equipment grid price:
Rebates, promotions, and profile-equipment discounts cannot be combined.
Profile-equipment discounts (percentage-off discounts and dollar-off discounts) are always taken off the NCRP.
If equipment is discounted to $0, the customer may be required to pay taxes based on the CTN's primary place of usage (PPU) address.
Example: ACDA CRU customer is requesting a Samsung Galaxy and is eligible for EBS two-year price.",Equipment Pricing Policy - BCSS.html,
50043,What happens if a customer is eligible for both a discounted upgrade price and a promotion on the same device?,The customer receives both.,Equipment Pricing Policy - BCSS.html,
10134,Can I get a return label for my device? ,"Use Order Track, rather than the biller, to determine the number of days since the equipment was shipped or purchased in store. 
» Equipment must be:
 - In like-new condition with no physical or liquid damage (includes Contoso Certified Restored equipment from wireless.att.com and orders)
 - In the original packaging* accompanied with a receipt:
  * Original packaging may have the UPC code cut from the box for rebate purposes.
  * If only the manufacturer's box is absent, all original contents can be returned in another box.
 - A device that was an out-of-box failure (OBF)",Equipment Returns - BCSS.html,
20067,Has my equipment return been received yet? ,"To Check Status of a Return
1. 	Use Pitney Bowes - Track a Return.
2. 	Enter the RMA or Tracking Number.
3. 	Hit Search.
4. 	Results will display on the screen.",Equipment Returns - BCSS.html,
50036,How can customers return their phone and get a refund?,"Customers who call within 30 days of the purchase date for CRU and 14 days for Contoso Signature Program and non-FAN CRU and opt to return equipment in the mail, have an additional 30 days from the date they call to return the equipment and still get a refund. The customer must include the original manufacturer's box and packaging, and the original invoice/order confirmation with the return.",Equipment Returns - BCSS.html,
50032,What is the return policy for devices purchased at closeout prices?,"Equipment sold at the closeout price is considered final. Customers purchasing a device sold at closeout pricing are not eligible to exchange for a different device except dead on arrival (DOA) or OBF. Closeout equipment can be returned if the service is being cancelled, for new activations, or if an existing customer wishes to return to their previous or COAM device.",Equipment Returns - BCSS.html,
50236,What is the daily shipping window for next day delivery?,"The daily shipping window for next day delivery is by, or before, 4:00 p.m. ET.",Equipment Upgrades Ordering - BCSS.html,
50361,What happens if the line is cancelled?,Credits cease and device balance is due.,Expired - 50% Off Tablets and Connected Laptops - BCSS.html,
10334,When did the 50% off tablets and connected laptops discount expire?,"The promotion expired Septemeber 9, 2021.  There are current promotions available for tablets and connected laptops. The Up to 50% off select tablets and connected laptops offer relaunched with the Samsung Galaxy Tab A7 Lite and Samsung Galaxy Tab A7 Lite Kids Edition. New lines only.
The promotional credits are applied in monthly installments over the installment plan period.
Credits start within 1-3 bill cycles after activation. 
The customer is responsible for the full monthly installment payments until credits start.
The first credit covers credits missed during the processing period.
Customers are responsible for taxes on the full retail price & activation fees.",Expired - 50% Off Tablets and Connected Laptops - BCSS.html,
50300,What happens if a customer pays their bill in full?,The credits will start to apply in up to 3 bill cycles. Late fees may apply if the bills are unpaid. The customer must pay installments until then.,Expired $300 Off Tablets & Watches w Trade-In - BCSS.html,
50301,What is the process for customers trading in devices and purchasing new lines or upgrades?,"Customers who purchase eligible devices during the active offer dates and then make exchanges within their 30-day BRE are still recognized for the offer. If the customer exchanges to a qualifying device, the automation will transfer the promo credit. If the customer exchanges to a non-qualifying device, they will receive value instead of promo value. CPC will provide reporting to HYLA so HYLA can issue reward card value. If the customer returns or cancels their new line/upgrade purchase, they will receive value instead of promo value and CPC will provide reporting to HYLA so HYLA can issue reward card value.",Expired $300 Off Tablets & Watches w Trade-In - BCSS.html,
10356,When did the Contoso Wireless Broadband Device Offer for BCSS expire?,This offer expired 2/23/22.  ,Expired Contoso Wireless Broadband Device Offer - BCSS.html,
10136,How many devices can I set up on my Contoso Wireless Internet (AWI) service? ,"AWI device includes 2 radios (one 2.4GHz and one 5GHz).
 - Wi-Fi connectivity is based on a maximum of 20 connected devices per radio.
 - Not all Internet-capable devices are compatible with the 5GHz radio.",Expired Contoso Wireless Internet (AWI) - BCSS.html,
50171,Is the AWI router compatible with the 5G/5G+ wireless network?,"No, the AWI router is not compatible with the 5G/5G+ wireless network; it only works with the LTE wireless network.",Expired Contoso Wireless Internet (AWI) - BCSS.html,
10336,When did the iPhone XS 64GB for $599 promotion expire?,The iPhone XS 64GB for $599 expired in 2022.   There are current promotions available for the iPhone SE 3rd Gen (202) for $480 or $10 per month.,Expired CRU Only Buy the iPhone XS 64GB for $599 - No Commitment Required.html,
50021,What should be done if an exchange is made from an eligible phone/device to an ineligible phone/device?,The exchange should be stopped.,Expired FREE Moxee Mobile Hotspot Offer - BCSS.html,
10386,When did the free Moxee Mobile Hotspot offer expire?,"End of life was November 20, 2022.  ",Expired FREE Moxee Mobile Hotspot Offer - BCSS.html,
10362,When did the $150 bill credit promotion expire for business customers?,"This promotion expired January 6, 2022.   ",Expired Get $150 in Bill Credits When You Bring Your Own Device to Contoso - BCSS.html,
50094,What is a countable charge?,"Countable charges are the amount to which the customer's FAN discount is applied, based on the customer's discount program.",FAN Based Discounting Reports - BCSS.html,
50153,Who can request changes to the Foundation Account Number (FAN)?,"Only the DD, DM, or TCM can request changes to the FAN.",FAN Profile Updates - FaST - BCSS.html,
50168,How can I access FaST?,"FaST is accessible from Knowledge Management Link Center and OPUS. To obtain logins, follow your center's existing system access process.",FAN Search Tool (FaST) - BCSS.html,
10052,What can I use FaST for?,"Use FaST to view FAN profile details including:
Account Team Members
Authorized FAN contacts
Contract information
FAN discounts",FAN Search Tool (FaST) - BCSS.html,
10398,What is the process for FAN moves and changes?,Use the Business Customer Services Request Form.   ,Foundation Account Number (FAN) Moves and Changes - BCSS.html,
50125,How can you protect the customer's account from fraud?,Follow the Fraud Call Out Policy and submit a Fraud Equipment Fraud Referral clarify case to include which method was used to validate the customer and any red flags or other suspicious behaviors that were observed.,Fraud & Social Engineering Call Handling Procedures - BCSS.html,
20125,How to cancel an unauthorized online order,"Cancel an order from Common Repository
 
 
Use this flow to cancel the order if you cannot locate the order under Pending or if the cancel option is not available.
1.	Click Status & Eligibility > Order Management Search.
2.	Click Search Common Order Repository at the bottom of the page.
3.	Enter an Order ID in the Order Number field.
4.	Click > to open Order Details.
5.	Click Cancel Order.
",Fraud & Social Engineering Call Handling Procedures - BCSS.html,
10250,how to handle an unauthorized online order?,"Unauthorized Online Orders
Follow these steps when a customer says an unauthorized online order has been placed: 
1.	Confirm the unauthorized online order.
2.	If possible, Cancel the order Managing and Viewing Orders - OPUS – Business.
3.	Access the Mobility Fraud Referral Form in Link Center.
4.	Submit a referral providing all the required information, including a good contact number for the customer. 
5.	Assure the customer Fraud will review their case and contact them within 48 hours.
6.	Urge the customer to immediately change their online account password.
7.	Advise the customer there is no need to call back into the Fraud queue for an update. Fraud will contact them within the time frame specified.
",Fraud & Social Engineering Call Handling Procedures - BCSS.html,
50124,What should I do if I suspect fraud or social engineering?,Follow the procedures outlined in Fraud and Social Engineering - BCSS.,Fraud & Social Engineering Call Handling Procedures - BCSS.html,
30125,where do i locate fraud notes?,"1.	Review FaST hot notes and general notes section: 
o	The following statement appears on FANs with repeat fraud activity: [Date note is applied] - Fraudulent attempts have been made on this FAN. Read all BAN notes and directions in the profile, and follow the Fraud Call Out Policy in order to protect the customer's account - FRAUD.
2.	Use Clarify to note accounts. On the Important Information screen, view Flash Messages for notes before proceeding with any action: Example: Suspected Fraud - transfer to the Fraud Group. 
o	Clarify notes map to the billing systems at the account level, not the mobile level.
2.	
o	View notes in the biller when Clarify is unavailable.
3.	Look for Special Instructions/Priority Notes in the biller. TLG special instruction: 
1.	Open the BAN.
2.	Click the SP Instruct box and review the notes.
4.	In TLG, retrieve the account and review the general notes. Then sort the notes to see those specific to fraud: 
1.	Click the Open icon.
2.	In the Level box, select All.
3.	Enter GEN for the Category and FRUD for the type.
4.	Click OK. Fraud notes display.
",Fraud & Social Engineering Call Handling Procedures - BCSS.html,
10096,What are fraud red flags?,"Social Engineers are skilled at manipulation and mimicking legitimate customers. Red Flag behaviors are clues that the caller may not be legitimate. Do not call attention to red flag behaviors – remember they learn from every call and adjust their behavior on future fraudulent attempts.  Pay extra attention especially when multiple Red Flag behaviors are observed during an interaction.

What You See
•	Fraud Hot Notes appear on the account.
•	e-mail address(es) changed and the caller unable to verify an SMS One Time PIN. 
•	Numerous calls in a short period of time where the caller:
o	Made the same request and prior representatives did not process the change.
o	Disconnected before the call was answered.
o	Voluntarily disconnected

What You Hear
•	Gender mismatch between caller voice and name provided.
•	Small mistakes – misspelling/mispronouncing a name, or providing answers to questions that do not make sense or match the account.
•	Using the names of high-level officers to intimidate.
•	Claims that they work in an Contoso Retail store, or are Sales personnel.
•	Requests for system names, procedures being followed.
•	They provide an ATTUID/Sales Code and claim the system is down and they need to verify account information.
•	Multiple excuses for why they cannot be verified as required by policy.
•	Other calls to Contoso or other carriers seem to be going on in the background (the caller may be rep shopping).

How They Act
•	Avoid processes that require additional authentication, such as resetting their PIN.
•	Suddenly become impatient or rude while changes are being performed.  
o	This elevated sense of urgency is intended to rush the representative around following policy steps.
o	They may attempt to escalate to a manager so that agents feel more pressure to comply with their requests.
•	Caller seems distracted - like they are possibly on other calls.
•	Do not want replacement items ordered or shipped, they have them in hand already.
•	Unconcerned with device, accessory, or feature costs or choosing an appropriate plan.
•	Request to ship to a different address.
•	Try several credit cards when placing an order.",Fraud and Social Engineering - BCSS.html,
50090,What is Social Engineering?,"Social Engineering is a customer and company affecting practice that involves obtaining confidential information by manipulation of legitimate users, including Business representatives. Social Engineers use the phone or Internet to trick customers and store/call center representatives into revealing sensitive information or doing something against policy.",Fraud and Social Engineering - BCSS.html,
10026,What are the validation steps for a new mobility service application?,"New Mobility Customers
1	 If the request is from the customer/ business, continue to the next step.

 If the request is from a third-party sales consultant (individual doing business on behalf of the customer/business), engage your sales manager to complete all the steps listed below.
•	The sales manager must notate the person they spoke to at the business. 
2	 Business name and address must be validated on at least 2 of the Internet Screening Sites listed below.  Be sure to notate which sites were used for validation.
•	411.com - Enter the business name and state or ZIP Code it is in the search field.
•	Dun & Bradstreet - Enter the business name and state it is in the search field. This site only displays the business address.
•	Google - Search for the business name in the center of the screen.
•	Hoovers - Search for the business name in the upper-right corner.
•	Manta - Search for the business name in the upper-left corner.
•	SOS Business Search - Click on the state in which business is located and then under number 1 click the Secretary of State link for that state and enter search information.
•	SOS Texas Comptroller of Public Accounts - Search by the customer's 11-digit Tax ID or the business name.
•	Yellow Pages - Enter the business name and state, address, or ZIP code in the search field. If the address does not match, ask the customer if another address is associated with the company; the billing address and physical address may be different.
3	 Complete the verification steps.
 Scenario: Business is found on 2 screening sites or has existing active & fully installed wireline (IPBB/ POTS) service at the provided address.
1.	Ask for permission to place the caller on hold to verify their company information.
2.	Use the phone number on the Internet screening site used for validation (Step 2) to call the business.
•	If there is no answer or voicemail picks up (do not leave a message), refer to the no answer/voicemail picked up scenario.
3.	Ask to speak to the contact who manages the purchasing of wireless services. If there is confusion on who that would be, ask for the business owner.
4.	Ask if the business applicant has authorization to purchase telecom services for the company.
•	If the caller has authorization to purchase for their company proceed with the order.  
•	If the caller does not have authorization to purchase for their company, refer the caller back to the company for further assistance. Do not provide any company contact names or the name of the person you spoke with at the business contact number.
5.	Create New Tentative BAN and notate the 2 screening sites used to verify the business on the Tentative BAN.
6.	Proceed with the order.  Systematic Enhancements in Opus will now flag orders that meet specific criteria. 
•	The Business Fraud Check Sharepoint is being retired. Validation steps will now be completed in real time with the Global Fraud Team as directed in Opus.
•	See Security Alerts - OPUS / Telegence .
 Scenario: Business is not found on 2 of the screening sites,  address was not verified, or there was no answer/voicemail picked up.
•	Advise the caller: I am unable to verify the business information. Please go to an Contoso Retail store with 2 of the following items:
o	Articles of Incorporation
o	Federal Tax ID Certificate
o	Business license
o	Business insurance policy/bill (property or liability)
o	Financial or bank statement
o	Checkbook with attached unused checks printed in business name
",Fraud Verification Process for Add-A-Line & New Mobility Customers - BCSS.html,
20013,What are the validation steps for an add a line application?,"1	 Complete a one-time PIN validation. See One-Time PIN - BCSS. (Enhanced Care is not required to send a One Time PIN for Add-A-Line)
•	Wireline Centers (External): See One-Time PIN - BCSS  
o	If Clarify/Telegence/Torch is unavailable:
1.	Generate a random PIN using Link Center - Request Token Authentication Code . Use the last 4 digits of the Token Code as the PIN.
2.	E-mail the PIN to the AOP/TCM’s e-mail address listed in FaST. E-mail address must be on file for at least 30 days.
3.	Ask the customer to read the PIN back to you.
	If the customer correctly verifies the PIN, continue to the next step.
	If unable to correctly verify the PIN, the customer’s request cannot be completed.
2	 Systematic Enhancements in Opus will now flag orders that meet specific criteria.  The Business Fraud Check Sharepoint is being retired. 
 Validation steps will now be completed in real time with the Global Fraud Team as directed in Opus. See Security Alerts - OPUS / Telegence3	 The shipping address must match the billing address.
 In rare situations, when shipping to an alternate address is required, follow alternate shipping rules found in Shipping Rules and Guideline.",Fraud Verification Process for Add-A-Line & New Mobility Customers - BCSS.html,
10174,Can I get help with the Fraud Referral Form? ,"Global Fraud Referral Form Assistance Process
Customers/victims who call into the mobility fraud inbound queue are referred to the Online Fraud Referral Form but do not have access to the internet (or are not able to complete the online form on their own) will need assistance with completing the form.  This article documents the process for completing and submitting the online referral form on behalf of these callers.",Global Fraud Referral Form Assistance Process - BCSS.html,
50054,What is the definition of a grandfathered rate plan or feature?,Grandfathered rate plans or features are no longer active and available for customers to select. Customers with grandfathered or expired rate plans or features at the time of retirement continue to keep these until making a change.,Grandfathered or Expired Rate Plans and Feature Requests - BCSS.html,
10202,what is the process if customers rate plan was changed without their knowledge?,"Changed without customer knowledge (excludes upgrades)	

Review the following to see if there is any supporting documentation for re-adding the rate plan:

    TLG notes
    CSS
    Contract (FaST)

Example: During the IMEI change, the customer rate plan was changed. This customer is eligible. Eligible with supporting documentation within 30 days.",Grandfathered or Expired Rate Plans and Feature Requests - BCSS.html,
50374,What type of unlimited plan can a customer retain if they move from a CRU account to an Contoso Signature Program (SIG) account?,Customers are not allowed to add an unlimited international data plan for SIG customers. They must select a current smartphone data plan (tiered data).,Grandfathered Unlimited Smartphone Data Plans - BCSS.html,
50377,When did Contoso stop offering unlimited data plans?,Unlimited data plans were grandfathered in June 2010.,Grandfathered Unlimited Smartphone Data Plans - BCSS.html,
10262,how do i track a non-Contoso customer in clarify?,"1.	Request a contact number from the caller.
2.	For customers who are unable to provide a contact number, use 666.288.2255 in the field.
3.	Select Non-Contoso Mobile in the Search Criteria drop-down on the Clarify home screen.  
o	Enter the contact number in the Non-Contoso Mobile field and select Search.
4.	Proceed with assisting the caller and document the interaction, if results are returned.
5.	Select Save and proceed with assisting the caller and document the interaction.
",Handling a Non-Contoso Mobility Caller - BCSS.html,
20131,potential customer wants pricing but doesn't want to provide a contact number,"Scenario: A potential customer has a question about our price plans, but does not want to provide a contact number or information.                                                                                    Solution:                                                                                                       1. Retrieve the non-Contoso contact number of 666.288.2255 and document the interaction.
2. Enter the caller information in the notes field.",Handling a Non-Contoso Mobility Caller - BCSS.html,
10208,what is the difference between silent and mute,"Appropriate examples of when to use a silent hold include, but are not limited to:
Researching an account/issue
Completing a transaction
Avoid using mute when a silent hold suffices. Appropriate examples of when to use mute:
Nearby meetings that may distract the customer
Loud floor discussion in your area
Unexpected noise (such as, coughing or sneezing)",Hold and Periods of Silence - BCSS.html,
20104,what is the max hold time?,"Hold Duration:

Up to 2 minutes.
Check back with the customer after the initial hold and set proper expectations for any necessary additional hold times.
When additional hold time is necessary, continue to check back with the customer within 2 minutes of each hold. ",Hold and Periods of Silence - BCSS.html,
50161,How can a customer check if their device is on the Contoso network's blacklist?,"The customer can check if their device is on the Contoso network's blacklist by entering the IMEI into the COAM Assistant tool, which is located in Link Center.",IMEI Change - BCSS.html,
50160,What are COAM activations?,"COAM activations are a device branded by another carrier the customer is activating on Contoso service, or a device purchased at full retail price or where the contract period is completed.",IMEI Change - BCSS.html,
50162,What should be done if the current rate plan or features are incompatible with the new device?,Select another plan or features on the Change Plan and Features window. Helpful resources include iPhone Rate Plan Requirements Overview - BCSS and Smartphone Voice and Data Plan Requirements - BCSS.,IMEI Change - BCSS.html,
10372,"If a test call to the customer is unsuccessful, can I place another test call?","Yes, check back with the customer and attempt another test call.  Follow all hold guidelines.  ",Incoming and Outgoing Test Call Guidelines - BCSS.html,
20186,"If the customer is suspended a line, do I need to place a test call?","Yes.  Ask the customer permission to place a test call, make the test call and follow all hold guidelines, return to the original line to complete the call.   https://attone.my.salesforce.com/lightning/articles/Knowledge/incoming-and-outgoing-test-call-guidelines---bcs",Incoming and Outgoing Test Call Guidelines - BCSS.html,
50011,How can customers start using International Day Pass on AeroMobile enabled international flights?,"Customers should add International Day Pass to their line prior to takeoff. Once the AeroMobile cellular network is available, the customer registers on the network and receives a text message from Contoso that IDP applies on their flight.",International Day Pass for Business - BCSS.html,
50012,How do I check if my airline/flight is eligible for International Day Pass?,You can check if your airline/flight is eligible here https://www.aeromobile.net/airlines/.,International Day Pass for Business - BCSS.html,
10016,What countries are eligible for the International Day Pass?,See att.com/globalcountries.,International Day Pass for Business - BCSS.html,
50009,What is the Canada Roaming Bonus Save offer?,The Canada Roaming Bonus Save offer is not compatible with IDP.,International Day Pass for Business - BCSS.html,
20008,What is the daily fee for the International Day Pass?,"Once IDP or IDPBM is added to a device, the daily fee is charged, plus taxes and fees, when the device is used in an IDP/IDPBM country.
IDP - $10 a day for each line on the account.
Example: 7 lines on the same account incur an IDP fee on the same day. Customer will be charged $10/line for all 7 lines.
IDPBM – $10 a day for at least 1 line on the account; $5 a day for up to 4 other lines on the account when charged a daily fee on the same calendar date.
Example: 7 lines on the same account incur an IDPBM fee on the same day. Customer will be charged $10/line for 3 of the lines and $5/line for the other 4 lines (which is the maximum allowed at the reduced daily fee).",International Day Pass for Business - BCSS.html,
50013,What should I do if I need more time to complete the activity?,"If you need more time, reply YES to restart the activity.",International Day Pass for Business - BCSS.html,
10364,How to dial international calls while traveling?,"Dial the + sign or 011 - country code - number. This dialing string is required for all countries, except those in the North American Numbering plan. For these countries, it is not necessary to dial the + sign or 011 to place an international call from the U.S. For more information and specific dialing information, see Country Calling Codes.    ",International Dialing Instructions - BCSS.html,
10142,How do I make an international call? ,"1. Verify Feature is Provisioned
2. Confirm the customer's eligibility
3. Add/Change Feature
4. Set Expectations",International Long Distance - BCSS.html,
20071,How much does it cost to send international text messages? ,"From the U.S. - International LD Messaging feature
» Sending - International text messages sent from the U.S. do not draw from a customer's domestic messaging plan:
  - After included international messages are exceeded, billing is as follows:
   *  Text - $0.25 per message 
   * Picture/Video - $0.50 
» Receiving - Messages received from an international number are billed at the domestic PPU rate or deducted from the domestic messaging package. ",International Long Distance - BCSS.html,
